x,y_pred,y_true
Instruction: Suggest a recipe for a vegan dessert. <GIST>,Vegan Chocolate Cake,"Honey Lime Fruit Salad Ingredients: (for 4 servings) 12 lb fresh strawberry(225 g), quartered 2 kiwis, peeled and diced 2 mangoes, diced 2 bananas, sliced 12 lb fresh blueberry(225 g) 2 tablespoons honey 1 lime, juiced Preparation: Place sliced fruits in a large bowl.
In a small bowl, mix honey and lime juice.
Pour syrup over the fruit and mix."
"Instruction: Identify the programming language used to write the given code. <GIST> Input: if (20 > 18) <unk> printf(""20 is greater than 18""); <unk>",JavaScript,C
"Instruction: Find synonyms for the given word. You need to write down how the provided synonyms differ from the original word in terms of meaning, usage, etc. <GIST> Input: adversity",Adversity is a difficult or difficult situation.,"- mischance:The words mischance and adversity are synonyms, but do differ in nuance.
Specifically, mischance applies especially to a situation involving no more than slight inconvenience or minor annoyance.
- misfortune: The meanings of misfortune and adversity largely overlap; however, misfortune may apply to either the incident or conjunction of events that is the cause of an unhappy change of fortune or to the ensuing state of distress.
- mishap: The synonyms mishap and adversity are sometimes interchangeable, but mishap applies to an often trivial instance of bad luck."
"Instruction: Make the article available in a second language by translating it into it. <GIST> Input: Dentistry, also known as dental medicine and oral medicine, is the branch of medicine focused on the teeth, gums, and mouth. It consists of the study, diagnosis, prevention, management, and treatment of diseases, disorders, and conditions of the mouth, most commonly focused on dentition (the development and arrangement of teeth) as well as the oral mucosa. Dentistry may also encompass other aspects of the craniofacial complex including the temporomandibular joint. The practitioner is called a dentist. Translate to French:","La médecine dentale, également connue sous le nom de médecine dentaire et de médecine orale, est le secteur de la médecine centré sur les chats, les dents et la bouche.
Il consiste en la étude, la diagnostic, la prévention, la gestion et le traitement des maladies, les dégâts et les conditions de la bouche, la plupart des fois essentiellement liés à la dentition (la formation et l'aménagement des chats) ainsi que la mucose orale.
La","La dentisterie, également connue sous le nom de médecine dentaire et de médecine buccale, est la branche de la médecine axée sur les dents, les gencives et la bouche.
Il consiste en l'étude, le diagnostic, la prévention, la gestion et le traitement des maladies, troubles et affections de la bouche, le plus souvent axés sur la dentition (le développement et la disposition des dents) ainsi que sur la muqueuse buccale.
La dentisterie peut également englober d'autres aspects du complexe craniofacial, y compris l'articulation temporo-mandibulaire.
Le praticien est appelé dentiste."
Instruction: Make a list of desirable Skills for software engineers to add to LinkedIn. <GIST>,- Software Development - Software Testing - Software Architecture - Software Design - Software Security - Software DevOps - Software Quality Assurance - Software Project Management - Software Project Management - Software Quality Assurance - Software Security - Software Testing - Software Quality Assurance - Software Project Management - Software Quality Assurance - Software Security - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance - Software Quality Assurance,Test-Driven Development Object-Oriented Programming (OOP) MVC REST API Technical Writing Debugging
Instruction: Think of a motivational quote that you have read in a book. Try to keep it positive and sweet. <GIST>,"""The greatest achievement is not in never falling, but in rising every time we fall.""
- Nelson Mandela","“Believe in yourself.
You are braver than you think, more talented than you know, and capable of more than you imagine.”  Roy T. Bennett, The Light in the Heart"
"Instruction: Based on the given query, suggest some related search queries. <GIST> Input: learning french","Related search queries: learning french, french language, french grammar, french vocabulary, french pronunciation, french cooking, french travel, french culture, french cuisine, french language learning, french immersion, french language learning, french immersion programs, french language immersion schools, french immersion programs, french immersion programs, french immersion schools, french immersion programs, french immersion programs, french immersion programs, french immersion schools, french immersion programs, french immersion programs, french immersion programs, french immersion schools, french immersion programs, french immersion programs, french immersion programs, french immersion schools, french immersion programs, french immersion programs, french immersion schools, french immersion programs,",learning french for beginners earning french online learning french free french language course learning french review how to learn french on your own best way to learn french online
"Instruction: Change the first person to the third person in the given sentence. The meaning should be kept, but you can paraphrase it or expand it in order to have a better pose. <GIST> Input: We were recently able to increase the amount of stock we hold with the same supplier thereby reducing our risk.","He/She was recently able to increase the amount of stock he/she holds with the same supplier, thereby reducing his/her risk.",The company was recently able to increase the amount of stock it holds with the same supplier thereby reducing its risk.
Instruction: Give a grammar tip on how to end a German verb. <GIST>,"In German, the final consonant sound is pronounced by adding the letter ""k"" to the end of the word.
For example, ""Ich bin ein Berliner"" (I am a Berliner).","Verbs have different endings depending on the subject of the sentence.
Lucky for you er and sie use the same ending.
Subject | Ending ich | e du | st er / sie | t"
"Instruction: Extract the address of the property from the ""About this space"" section of Airbnb. <GIST> Input: Tucked in the foothills of the quaint historic mining town of Grass Valley, CA this funky and spacious chalet invites you to experience the great outdoors with family, friends and pets. Enjoy the hot tub, basketball court, treehouse, kids rooms, bbq, fire-pit, outdoor theater, and more. One hour from Tahoe and 10 minutes to town, you’re never short of things to explore.","The address of the property is: Grass Valley, CA 95945.","Grass Valley, California, United States"
Instruction: Identify and fix bugs in the given code and rewrite it <GIST> Input: for i in range(10) print(Answer is:) print(i),The code snippet is correct.,"for i in range(10): print(""Answer is:"") print(i)"
"Instruction: Answer the following question. <GIST> Input: How do I compare strings in Java? I've been using the == operator in my program to compare all my strings so far. However, I ran into a bug, changed one of them into.equals() instead, and it fixed the bug. Is == bad? When should it and should it not be used? What's the difference?","Is == bad?
When should it and should it not be used?
What's the difference?","== tests for reference equality (whether they are the same object)..equals() tests for value equality (whether they are logically ""equal"").
Objects.equals() checks for null before calling.equals() so you don't have to (available as of JDK7, also available in Guava).
Consequently, if you want to test whether two strings have the same value you will probably want to use Objects.equals().
You almost always want to use Objects.equals().
In the rare situation where you know you're dealing with interned strings, you can use ==."
"Instruction: Create a table listing all games that meet the specified criteria in the National Football League. Use the season, local time, game, and score as columns of the table. <GIST> Input: Ravens home games in 2011",Games played: - Week 1: - Week 2: - Week 3: - Week 4: - Week 5: - Week 6: - Week 7: - Week 8: - Week 9: - Week 10: - Week 11: -,"season | local time | game | score 2011-12 | Sun, Jan 15 | Texans (11-7) at Ravens (13-4) | 13 - 20 2011-12 | Sat, Dec 24 | Browns (4-11) at Ravens (11-4) | 14 - 20 2011-12 | Sun, Dec 11 | Colts (0-13) at Ravens (10-3) | 10 - 24 2011-12 | Thu, Nov 24 | 49ers (9-2) at Ravens (8-3) | 6 - 16 2011-12 | Sun, Nov 20 | Bengals (6-4) at Ravens (7-3) | 24 - 31 2011-12 | Sun, Oct 30 | Cardinals (1-6) at Ravens (5-2) | 27 - 30 2011-12 | Sun, Oct 16 | Texans (3-3) at Ravens (4-1) | 14 - 29 2011-12 | Sun, Oct 2 | Jets (2-2) at Ravens (3-1) | 17 - 34 2011-12 | Sun, Sep 11 | Steelers (0-1) at Ravens (1-0) | 7 - 35"
Instruction: You should capitalize the sentence according to the guide. <GIST> Input: Guide: Every other letter alternates between lower case and upper case. Sentence: A giant spider blocks your path.,A Giant Spider Blocks Your Path.,a gIaNt SpIdEr BlOcKs YoUr PaTh.
"Instruction: The movie tagline is the film's advertising slogan, usually printed on posters prior to the official release. It is a short description or comment on a movie to capture the essence of the movie, and ultimately make you watch the movie. Here is an example: <GIST> Input: Movie: Joker (2019)","""A dark comedy about a man who is so sad he can make you laugh.""",Put on a happy face.
"Instruction: Write what the pronunciation of the given word sounds like. Follow the ""Google pronunciation dictionary"" scheme for phonetic spelling. <GIST> Input: interpretations",interpretation,intrpruhtayshnz
"Instruction: Notify me of any suggestions you may have for making the text more grammatically correct. <GIST> Input: This is the second time I've been here, and the vibes, and the food were exquisite.","This is the second time I've been here, and the vibes, and the food were exquisite.","It appears that you have an unnecessary comma in a compound subject.
Consider removing it."
Instruction: Suggest some Audiobooks for First-Time Listeners. You can attract them by choosing popular works. <GIST>,- The Great Gatsby by F. Scott Fitzgerald - The Lord of the Rings by J. R. R. Tolkien - Harry Potter and the Philosopher's Stone by J. K. Rowling - The Hitchhiker's Guide to the Galaxy by Douglas Adams - The Catcher in the Rye by J. D. Salinger - The Lord of the Rings by J. R. R. Tolkien - The Hobbit by J. R. R. Tolkien - The Lord of the Rings by J,"+ Harry Potter and the Sorcerer's Stone By J.K. Rowling + The Vanishing Half by Brit Bennett + The Fellowship of the Ring by J.R.R.
Tolkien + And Then There Were None by Agatha Christie.
+ The Woman in Cabin 10 by Ruth Ware.
+ The Hitchhiker's Guide to the Galaxy by Douglas Adams.
+ Spinning Silver by Naomi Novik.
+ Good Omens by Terry Pratchett and Neil Gaiman.
+ Charlotte's Web by E. B."
Instruction: Convert natural language into a list of turn-by-turn directions. <GIST> Input: Go west on I-10 until you hit the 101 then take it north. You will eventually see the Hollywood sign.,"Go west on I-10 until you hit the 101, then take it north.
You will eventually see the Hollywood sign.","1.
Go west on I-10.
2.
Take the 101 north.
3.
You will eventually see the Hollywood sign."
"Instruction: You are given a search query and a document. Classify whether the document is relevant to the search query or not relevant. <GIST> Input: Search: why sky is blue Document: The Short Answer: Sunlight reaches Earth's atmosphere and is scattered in all directions by all the gases and particles in the air. Blue light is scattered more than the other colors because it travels as shorter, smaller waves. This is why we see a blue sky most of the time.",Relevant,relevant
Instruction: Rewrite the text and correct the spelling errors. <GIST> Input: It solves problems comon and uniqe to every team.,It solves problems common and unique to every team.,It solves problems common and unique to every team.
"Instruction: Provide a formula for computing the nth term in the given sequence <GIST> Input: 5, 14, 23, 32, 41,...",The nth term in the sequence is nth term = 5*n.,an = 9*n - 4
"Instruction: Explain the meaning of the given phrase in simple terms. Use an example if possible. It would be helpful if you could give an example. <GIST> Input: ""With a little give in them""",With a little give in them means that the shoes are comfortable to wear.,"It means with some space to move.
It's a metaphor.
""Give"" is a noun here.
It's meaning is similar to""flexibility"".
If something has no ""give"" it's tight and rigid.
It's the opposite of flexible and loose.
For example, you might use it to talk about clothes: ""These jeans are so tight.
There's no give in them.
I can't move."""
Instruction: Describe how to prepare the given food in your own words. Note down the ingredients you will need and the steps you will take to prepare them. <GIST> Input: Chewy Chocolate Chip Cookies,"1.
Preheat oven to 350 degrees F (175 degrees C).
2.
In a large bowl, mix together flour, baking soda, and salt.
3.
In a separate bowl, cream together butter and sugars until light and fluffy.
Beat in eggs, vanilla extract, and milk.
4.
Gradually add in the dry ingredients and mix until just combined.
5.
Stir in chocolate chips.
6.
Drop by rounded tablespoonfuls onto a baking sheet.
7.
Bake for 10 minutes or until golden brown.
8.
Let cool before serving.","Ingredients (for 12 cookies): 12 cup granulated sugar(100 g) 34 cup brown sugar(165 g), packed 1 teaspoon salt 12 cup unsalted butter(115 g), melted 1 egg 1 teaspoon vanilla extract 1 14 cups all-purpose flour(155 g) 12 teaspoon baking soda 4 oz milk or semi-sweet chocolate chunks(110 g) 4 oz dark chocolate chunk(110 g), or your preference Preparation: In a large bowl, whisk together the sugars, salt, and butter until a paste forms with no lumps.
Whisk in the egg and vanilla, beating until light ribbons fall off the whisk and remain for a short while before falling back into the mixture.
Sift in the flour and baking soda, then fold the mixture with a spatula (Be careful not to overmix, which would cause the gluten in the flour to toughen resulting in cakier cookies).
Fold in the chocolate chunks, then chill the dough for at least 30 minutes.
For a more intense toffee-like flavor and deeper color, chill the dough overnight.
The longer the dough rests, the more complex its flavor will be.
Preheat oven to 350°F (180°C).
Line a baking sheet with parchment paper.
Scoop the dough with an ice-cream scoop onto a parchment paper-lined baking sheet, leaving at least 4 inches (10 cm) of space between cookies and 2 inches (5 cm) of space from the edges of the pan so that the cookies can spread evenly.
Bake for 12-15 minutes, or until the edges have started to barely brown.
Cool completely before serving."
"Instruction: Based on the given keywords, write a review of a restaurant. <GIST> Input: Name: Pizzeria good prices, quiet place, tasty, nice staff","I had a great experience at the pizzeria.
The food was delicious and the prices were reasonable.
The staff were friendly and helpful.
I would definitely recommend this place to anyone looking for a good meal at a reasonable price.","I had a great experience at Pizzeria.
The prices were good, it was a quiet place, and the food was tasty.
The staff was also very nice."
Instruction: Solve the given Sudoku puzzle. <GIST> Input: The Sudoku puzzle is: |1| |5| | | | |8| | | | | | | |3| |6|4| |8|3|4|6|7| |9| | | |2|9|1| | |8|3|7|6| | | |6| | |9|8|1| | | | | | | |2| | | | | |2| | |9|7|6| | | |5|4| | | | | |9|8| |6|1| | | |5|4|3|7|,The solution to the Sudoku puzzle is: | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |,The solved Sudoku puzzle is: |1|6|5|9|2|4|7|8|9| |9|7|2|8|5|3|1|6|4| |8|3|4|6|7|1|9|2|5| |2|9|1|5|4|8|3|7|6| |4|5|6|7|3|9|8|1|2| |7|8|3|1|6|2|5|4|9| |3|2|8|4|9|7|6|5|1| |5|4|7|3|1|6|2|9|8| |6|1|9|2|8|5|4|3|7|
Instruction: Paraphrase the given text in an academic style. <GIST> Input: Lots of papers have been published on this topic.,This topic has been the subject of numerous research papers.,A considerable amount of literature has been published on this topic.
"Instruction: You will need to guide this person through the scenario they have described for the interview. <GIST> Input: Finally! After a while of shooting in the dark and frantically fiddling with sample inputs on the whiteboard, you've came up with an algorithm for solving the coding question your interviewer gave you. Whew. Such a relief to have a clear path forward. To not be flailing anymore. Now you're cruising, getting ready to code up your solution. When suddenly, your interviewer throws you a curve ball. ""What if we thought of the problem this way?"" You feel a tension we've all felt during the coding interview: ""Try to listen to what they're saying...but don't lose your train of thought...ugh, I can't do both!""","Hi [Interviewer], I’m glad you asked me to come up with an algorithm for solving the problem.
I’ve been thinking about it for a while, and I think I have a good idea.
I’ll write it down on the whiteboard.","Your interviewer probably won't fault you for going down the wrong path at first.
They've seen really smart engineers do the same thing.
They understand it's because you only have a partial view of the maze.
They might have let you go down the wrong path for a bit to see if you could keep your thinking organized without help.
But now they want to rush you through the part where you discover the dead end and double back.
Not because they don't believe you can manage it yourself.
But because they want to make sure you have enough time to finish the question.
But here's something they will fault you for: failing to listen to them.
Nobody wants to work with an engineer who doesn't listen.
So when you find yourself in that crucial coding interview moment, when you're torn between holding your train of thought and considering the idea your interviewer is suggesting...remember this: Listening to your interviewer is the most important thing.
Take what they're saying and run with it.
Think of the next steps that follow from what they're saying.
Even if it means completely leaving behind the path you were on.
Trust the route your interviewer is pointing you down.
Because they can see the whole maze."
"Instruction: You need to come up with the names of some of the papers that relate to the paper you are given. <GIST> Input: RoMQA: A Benchmark for Robust, Multi-evidence, Multi-answer Question Answering","Paper: RoMQA: A Benchmark for Robust, Multi-evidence, Multi-answer Question Answering","+ Question Answering Infused Pre-training of General-Purpose Contextualized Representations + Zero-Shot Dialogue State Tracking via Cross-Task Transfer + Adapting Language Models for Zero-shot Learning by Meta-tuning on Dataset and Prompt Collections + HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering + FewshotQA: A simple framework for few-shot learning of question answering tasks using pre-trained text-to-text models + MKQA: A Linguistically Diverse Benchmark for Multilingual Open Domain Question Answering + FewCLUE: A Chinese Few-shot Learning Evaluation Benchmark + Multilingual Transfer Learning for QA Using Translation as Data Augmentation + Towards Zero Shot Conditional Summarization with Adaptive Multi-task Fine-Tuning"
"Instruction: In the event that a person enjoyed the book that was given, please suggest other books that they might also like. <GIST> Input: The Great Gatsby","You might enjoy reading The Sun Also Rises by Ernest Hemingway, The Old Man and the Sea by Ernest Hemingway, or The Far Pavilions by Ernest Hemingway.","To Kill a Mockingbird, The Catcher in the Rye, 1984, Animal Farm, Pride and Prejudice, The Hunger Games, Of Mice and Men, Lord of the Flies"
"Instruction: Create a brief resume introduction using the following information. <GIST> Input: name: Mark nationality: Italian language: English attributes: creative, goal-oriented, motivated skills: software engineering, content marketing","Mark is a creative and goal-oriented software engineer with a passion for creating engaging content.
He is driven by his desire to create something that will have a lasting impact on the world.
Mark is a team player who is always looking for ways to improve the efficiency of his processes.
He is also a quick learner and is able to quickly adapt to new technologies.
Mark is an excellent communicator who is able to effectively communicate with people from all backgrounds.","Mark is a creative and goal-oriented software engineer and content marketer.
He has a strong background in software engineering and is skilled in content marketing.
He is a motivated individual who always looks for new opportunities to learn and grow."
Instruction: The last message in the chat is a partial response. You should complete and rewrite it. <GIST> Input: + What are going to do now? - I don't know. I had to give up my dream of being a mathematician. + Why,"I don't know.
I had to give up my dream of being a mathematician because I didn't get into the university I wanted to attend.","+ Why is that?
What happened?"
"Instruction: This is a test for the reading ability of French. Read the given story carefully, and then answer the question in the end. <GIST> Input: Lucie est à la maison avec sa petite-fille, Lin. Lucie: Oh, non! Nous n'avons pas de pain! Lin: Ah! Tu vas au supermarché? Lucie: Oui, je veux une baguette pour mon sandwich. Do Lin and Lucie have a lot of bread?",Yes,"No, that's wrong."
Instruction: Define what the underlined word means for kids. <GIST> Input: _keep a promise,Keep a promise means to keep your word.,to be faithful to : Fulfill
Instruction: Write an email to attendees as a reminder that the event is coming up. <GIST>,"Hi [Name], I’m writing to let you know that the upcoming event is just around the corner.
It will be held on [Date] at [Location].
I hope to see you there!","Hello, [name]!
We're excited to announce the [event name] event that you signed up for.
The location is [location], and the date and time is [date and time].
If you have any questions or concerns about the event, please let us know by emailing us at [email]."
Instruction: Write a social media post about the call for collaboration on a crowdsourcing project in a persuasive way. <GIST>,"Join us in our mission to make a difference!
We need your help to spread awareness and support our cause.
Together, we can make a difference and make the world a better place.","Looking for collaborators on a new crowdsourcing project!
This is a great opportunity to get involved in something innovative and impactful.
If you're interested, please let me know."
Instruction: Think of topics that are most common in classic interview questions for a job in computer science. <GIST>,- Algorithms - Data Structures - Design Patterns - Software Design - Software Testing - Software Security - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns - Software Design Patterns -,+ Array + Strings + Linked List + Trees + Sorting and Searching + Dynamic Programming + Design + Math
"Instruction: Extract the method that has been used in the research from the abstract of the paper. Give the exact sentences from the abstract that discuss the method. <GIST> Input: We present a state-of-the-art speech recognition system developed using end-to-end deep learning. Our architecture is significantly simpler than traditional speech systems, which rely on laboriously engineered processing pipelines; these traditional systems also tend to perform poorly when used in noisy environments. In contrast, our system does not need hand-designed components to model background noise, reverberation, or speaker variation, but instead directly learns a function that is robust to such effects. We do not need a phoneme dictionary, nor even the concept of a ""phoneme."" Key to our approach is a well-optimized RNN training system that uses multiple GPUs, as well as a set of novel data synthesis techniques that allow us to efficiently obtain a large amount of varied data for training. Our system, called Deep Speech, outperforms previously published results on the widely studied Switchboard Hub5'00, achieving 16.0% error on the full test set. Deep Speech also handles challenging noisy environments better than widely used, state-of-the-art commercial speech systems.Collapse","The authors used a deep learning architecture to develop their speech recognition system.
They used multiple GPUs to train the model and obtained a large amount of varied data for training.
The model learned a robust function that was robust to background noise, reverberation, and speaker variation.
The model outperformed previous published results on the Switchboard Hub5'00 test set.
It also handled challenging noisy environments better than widely used, state-of-the-art commercial speech systems.","We do not need a phoneme dictionary, nor even the concept of a ""phoneme.""
Key to our approach is a well-optimized RNN training system that uses multiple GPUs, as well as a set of novel data synthesis techniques that allow us to efficiently obtain a large amount of varied data for training."
Instruction: Design a programming problem related to the subject that has been given to you. Use some examples and constraints to improve your question. <GIST> Input: Dynamic Programming,Write a program to find the sum of all numbers from 1 to 100.,"Given an integer array nums, return the length of the longest strictly increasing subsequence.
Example 1: In: nums = [10,9,2,5,3,7,101,18] Out: 4 Explanation: The longest increasing subsequence is [2,3,7,101], therefore the length is 4.
Example 2: In: nums = [0,1,0,3,2,3] Out: 4 Example 3: In: nums = [7,7,7,7,7,7,7] Out: 1 Constraints: 1 = nums.length = 2500 -104 = nums[i] = 104 Follow up: Can you come up with an algorithm that runs in O(n log(n)) time complexity?"
"Instruction: Categorize the given product into one of Electronics, Computers, Smart Home, or Arts & Crafts departments. <GIST> Input: Google Nest Learning Thermostat",Electronics,Smart Home
Instruction: Please suggest a few papers to consider based on the search term given. The names of the papers should be listed. <GIST> Input: Topic: scaling law + machine learning,Paper 1: https://arxiv.org/abs/1806.00987,- Learning to limit data collection via scaling laws: A computational interpretation for the legal principle of data minimization - Data and parameter scaling laws for neural machine translation - Explaining neural scaling laws - Scaling laws for autoregressive generative modeling - Scaling laws for neural language models
"Instruction: Take a look at the contract and extract the parties of the agreement from it. <GIST> Input: As of the 13th day of December 2021, this Music Recording Agreement (""Agreement"") is made between Good Kid, a Toronto-based musical group (""Artist""), and Universal Music Group, a record label with license number 545345 (""Record Label""). The Artist and the Recording Label may be referred to in this Agreement individually as ""Parties"" and collectively as ""Parties."" Work under this Agreement will begin on March 15, 2022, and will last for the duration of the Agreement.","Good Kid, Universal Music Group",Artist: Good Kid Recording Label: Universal Music Group
Instruction: Write a template for First-Person LinkedIn profile summary. <GIST>,nooutput>,"[Degree] in [Area of Study] from [School], I entered the [Industry] world to explore my passion for ____, ____, and ____.
Currently, I work as a [Job Title] for [Company], where I'm focused on ____, ____, and ____."
Instruction: Look for poems that mention the given object or character. The names of the poems and their poets should be written. <GIST> Input: santa claus,"The poem ""Santa Claus"" by Robert Browning is about Santa Claus.
It was written in 1823.",Santeclaus by William Gilley A Visit From St. Nicholas by Clement Clarke Moore
"Instruction: Please let me know your thoughts on the given place and why you think it deserves to be visited. <GIST> Input: Barcelona, Spain","Barcelona is a beautiful city that is full of history and culture.
It is a great place to visit, especially if you are interested in art, architecture, and culture.
The city is also home to some of the best restaurants in Europe.","There’s nowhere in the world like Barcelona.
From days spent strolling the Gothic Quarter to afternoons at the beach and nights partying ‘til dawn, the city is magnetic.
While tapas and bustling mercados are worth every bit of attention they get in guidebooks, Barcelona’s true crown jewel is the work of Antoni Gaud.
His iconic creations, like the jaw-dropping Basilica of La Sagrada Familia, are instantly recognizable and have fueled millions of travel dreams.
You won’t be the only tourist here (especially during the summer), but even amid the crowds you’ll find your own Mediterranean magic any time of year."
Instruction: Answer the following literature question as accurately as possible based on your knowledge of literature for high school students. <GIST> Input: What does the green light symbolize at the end of the book?,The green light symbolizes hope and renewal.,"The green light symbolizes several different things to different characters throughout the book, but overall, it stands for the inaccessibility of the American Dream.
At the start of the novel, the light symbolizes Gatsby's unwavering love for Daisy.
He stands at the end of the dock gazing across the bay, reaching for the light, waiting for Daisy to come back to him.
His hope, like the eternal green light, is unfaltering.
It isn't until Daisy admits later that she had never really noticed the light that the facade began to slip.
Nick, the narrator, starts to recognize it as a symbol of Gatsby's unhealthy desperation rather than his love.
This is parallel to Gatsby's experience of the American Dream and money.
Gatsby is unbelievably rich at the beginning of the novel.
This solidifies his belief in the American Dream, though he still reaches for the acceptance of those who are wealthier and more popular.
Nick believes money is not an object to Gatsby, though he has no idea how he made all of it.
As the story unfolds and the mystery and mystique around Gatsby fade, so does Gatsby and Nick's blind belief and trust in the American Dream.
After Gatsby is murdered, the green light is symbolic of the ways that money and affluence ruin the lives of those without.
It is also symbolic of the way that the American dream ruins the lives of those eternally reaching for it."
Instruction: You will be required to write a few questions from the given company's interview section. <GIST> Input: Kohl's,"1.
What is your greatest weakness?
2.
How do you handle stress?
3.
What is your greatest strength?
4.
What is your greatest weakness?
5.
What is your greatest strength?
6.
What is your greatest weakness?
7.
What is your greatest strength?
8.
What is your greatest weakness?
9.
What is your greatest strength?
10.
What is your greatest weakness?","- Why do you want to work at kohls?
- If you were helping a customer and another interrupted you, what would you do?
- What’s your availability?
- What do you think is the most important aspect of working in a retail store?
- What’s a reasonable reason for not showing up at work?"
